phase,sample,wall_ms,game_ms,render_ms,draw_calls,primitives,process_bytes,world_actors,compound_actors,instances,batches
32_preview_compounds,148,6.6024,1.5959,6.6175,2501,833461,4607819776,96,32,721,208
32_preview_compounds,149,6.2095,1.5827,6.2248,2527,1190933,4607819776,96,32,721,208
32_preview_compounds,150,6.3115,1.4671,6.4709,2500,833449,4607819776,96,32,721,208
32_preview_compounds,151,7.3634,1.5211,7.1273,2500,833449,4607819776,96,32,721,208
32_preview_compounds,152,6.7264,1.6055,6.6615,2500,833449,4607819776,96,32,721,208
32_preview_compounds,153,7.2198,1.6596,7.2765,2527,1190949,4607819776,96,32,721,208
32_preview_compounds,154,6.7622,1.5166,6.7532,2500,833449,4607819776,96,32,721,208
32_preview_compounds,155,8.3113,1.7136,7.8943,2527,1190933,4607819776,96,32,721,208
32_preview_compounds,156,5.1084,1.9615,5.6860,2527,1190933,4607819776,96,32,721,208
32_preview_compounds,157,7.7956,1.3936,7.7929,2500,833449,4607819776,96,32,721,208
32_preview_compounds,158,6.0826,1.5126,5.9220,2500,833449,4607819776,96,32,721,208
32_preview_compounds,159,7.0842,1.5961,7.2154,2500,833449,4607819776,96,32,721,208
32_preview_compounds,160,6.7886,1.4973,6.7747,2527,1190949,4607819776,96,32,721,208
32_preview_compounds,161,7.5525,1.5440,7.1112,2500,833449,4607827968,96,32,721,208
32_preview_compounds,162,6.4810,1.8818,6.6042,2500,833449,4607827968,96,32,721,208
32_preview_compounds,163,6.9864,1.8710,6.8450,2527,1190933,4607827968,96,32,721,208
32_preview_compounds,164,7.7666,1.9264,7.8885,2500,833449,4607827968,96,32,721,208
32_preview_compounds,165,7.3027,1.7327,7.2815,2500,833449,4607827968,96,32,721,208
32_preview_compounds,166,6.7721,1.7998,6.9671,2500,833449,4607827968,96,32,721,208
32_preview_compounds,167,6.7708,1.6473,6.6741,2527,1190949,4607827968,96,32,721,208
32_preview_compounds,168,5.7849,1.4923,6.0066,2500,833449,4607827968,96,32,721,208
32_preview_compounds,169,6.8160,1.4878,6.7610,2500,833449,4607827968,96,32,721,208
32_preview_compounds,170,7.3726,1.6009,7.1567,2527,1190933,4607827968,96,32,721,208
32_preview_compounds,171,6.4515,1.5636,6.7634,2500,833449,4607827968,96,32,721,208
32_preview_compounds,172,7.1503,1.4959,6.9288,2500,833449,4607827968,96,32,721,208
32_preview_compounds,173,8.8369,1.6660,8.3107,2527,1190949,4607827968,96,32,721,208
32_preview_compounds,174,5.5426,2.0740,6.0242,2527,1190949,4607827968,96,32,721,208
32_preview_compounds,175,6.3048,1.5869,6.3738,2500,833449,4607827968,96,32,721,208
32_preview_compounds,176,6.9141,1.7102,6.7917,2500,833449,4607827968,96,32,721,208
32_preview_compounds,177,7.2581,1.7190,7.3177,2527,1190933,4607832064,96,32,721,208
32_preview_compounds,178,7.3709,1.4728,7.4133,2501,833461,4607860736,96,32,721,208
32_preview_compounds,179,6.9572,1.7583,6.4551,2500,833449,4607860736,96,32,721,208
32_preview_compounds,180,6.4141,2.0341,6.7447,2500,833449,4607860736,96,32,721,208
