stage,sample,wall_ms,game_ms,render_ms,draw_calls,process_bytes,world_actors,parcels,instances,batches
8,61,4.2601,1.6784,4.8237,256,4619157504,77,1,3,3
8,62,5.1362,1.4126,5.0116,241,4619157504,77,1,3,3
8,63,4.6363,1.4195,4.6504,248,4619157504,77,1,3,3
8,64,5.9623,1.6058,5.3398,241,4619157504,77,1,3,3
8,65,5.3060,1.9095,5.1741,255,4619161600,77,1,3,3
8,66,3.6610,2.2223,4.2903,255,4619161600,77,1,3,3
8,67,5.3058,1.5273,5.2400,287,4619161600,77,1,3,3
8,68,5.8956,1.6684,5.3474,236,4619161600,77,1,3,3
8,69,4.0775,1.9671,4.6926,236,4619161600,77,1,3,3
8,70,5.0689,1.4462,4.7493,244,4619161600,77,1,3,3
8,71,5.2914,2.2657,5.1124,241,4619161600,77,1,3,3
8,72,5.4078,1.9204,5.1683,269,4619161600,77,1,3,3
8,73,4.1396,2.0295,4.8405,269,4619161600,77,1,3,3
8,74,4.6120,1.3487,4.7718,273,4619161600,77,1,3,3
8,75,6.0939,1.3787,5.6138,250,4619161600,77,1,3,3
8,76,4.1364,1.8974,4.3668,250,4619161600,77,1,3,3
8,77,5.5295,1.4631,5.2431,236,4619161600,77,1,3,3
8,78,4.7196,1.8797,5.0584,241,4619161600,77,1,3,3
8,79,4.5940,1.5334,4.6403,241,4619161600,77,1,3,3
8,80,5.7406,1.6759,5.1811,258,4619161600,77,1,3,3
8,81,4.6007,1.8164,4.9940,258,4619161600,77,1,3,3
8,82,4.7313,1.5252,4.8817,241,4619161600,77,1,3,3
8,83,4.8586,1.6597,4.6806,254,4619161600,77,1,3,3
8,84,5.5494,1.5797,5.1025,241,4619161600,77,1,3,3
8,85,5.4218,1.9416,5.3255,261,4619161600,77,1,3,3
8,86,3.9889,2.2145,4.5745,261,4619161600,77,1,3,3
8,87,5.2652,1.4043,4.8985,277,4619161600,77,1,3,3
8,88,5.8594,2.0810,5.2347,241,4619161600,77,1,3,3
8,89,3.9204,2.4809,4.9235,241,4619161600,77,1,3,3
8,90,4.4959,1.5026,4.5407,248,4619161600,77,1,3,3
8,91,5.0229,1.3965,5.0400,241,4619161600,77,1,3,3
8,92,6.6816,1.5659,5.5674,264,4619161600,77,1,3,3
8,93,4.2075,2.4887,4.9070,285,4619161600,77,1,3,3
8,94,5.6241,1.8485,5.1826,241,4619161600,77,1,3,3
8,95,3.5086,2.3380,4.3208,241,4619161600,77,1,3,3
8,96,5.3702,1.5649,4.7745,241,4619161600,77,1,3,3
8,97,4.8289,2.0241,5.3515,249,4619161600,77,1,3,3
8,98,5.0121,1.5817,4.7162,247,4619165696,77,1,3,3
8,99,4.5091,1.7602,4.9527,249,4619165696,77,1,3,3
8,100,5.4195,1.6837,4.8820,258,4619165696,77,1,3,3
8,101,5.5170,1.6478,5.2496,241,4619165696,77,1,3,3
8,102,4.3793,2.1937,4.6809,241,4619165696,77,1,3,3
8,103,4.8860,1.8120,5.2123,241,4619165696,77,1,3,3
8,104,5.1083,1.7466,4.6971,248,4619165696,77,1,3,3
8,105,5.7645,1.6980,5.3169,258,4619165696,77,1,3,3
8,106,3.7456,2.1535,4.6786,258,4619165696,77,1,3,3
8,107,5.0012,1.3906,4.9397,263,4619165696,77,1,3,3
8,108,5.0660,1.5645,4.8473,255,4619165696,77,1,3,3
8,109,4.8867,1.5672,5.0710,247,4619165696,77,1,3,3
8,110,4.6204,1.4315,4.6460,241,4619165696,77,1,3,3
8,111,5.0875,1.3949,5.0960,248,4619165696,77,1,3,3
8,112,5.5269,1.5343,5.2335,241,4619165696,77,1,3,3
8,113,4.8468,1.5836,4.9478,260,4619165696,77,1,3,3
8,114,4.5254,1.5392,4.5493,273,4619165696,77,1,3,3
8,115,5.0131,1.4491,5.0766,244,4619165696,77,1,3,3
8,116,5.2312,1.3860,5.0647,247,4619165696,77,1,3,3
8,117,4.8607,1.6724,4.9017,242,4619165696,77,1,3,3
8,118,4.9012,1.4779,4.9171,248,4619165696,77,1,3,3
8,119,5.1405,1.3906,5.1205,242,4619165696,77,1,3,3
8,120,5.1641,1.6539,4.7901,274,4619165696,77,1,3,3
8,121,5.0034,1.9719,5.3281,274,4619165696,77,1,3,3
8,122,5.0575,1.5740,4.8186,241,4619165696,77,1,3,3
8,123,4.2722,1.6386,4.6834,242,4619169792,77,1,3,3
8,124,4.9455,1.3153,4.8820,236,4619169792,77,1,3,3
8,125,5.4477,1.6219,5.2243,244,4619169792,77,1,3,3
8,126,4.7274,1.4501,4.9887,241,4619169792,77,1,3,3
8,127,4.8250,1.3572,4.7532,289,4619169792,77,1,3,3
8,128,5.0267,1.4104,4.9408,259,4619169792,77,1,3,3
8,129,5.4473,1.5088,5.3894,241,4619173888,77,1,3,3
8,130,4.2762,1.5046,4.2900,241,4619173888,77,1,3,3
8,131,5.2359,1.4399,5.1312,250,4619173888,77,1,3,3
8,132,5.4542,1.5317,5.3966,236,4619173888,77,1,3,3
8,133,5.0006,1.6909,4.9509,242,4619173888,77,1,3,3
8,134,4.4083,1.3716,4.5911,299,4619173888,77,1,3,3
8,135,4.8985,1.4490,4.8885,243,4619173888,77,1,3,3
8,136,5.0183,1.4335,4.9851,241,4619173888,77,1,3,3
8,137,5.1051,1.3833,5.0540,241,4619173888,77,1,3,3
8,138,5.4746,1.7191,4.8263,241,4619173888,77,1,3,3
8,139,6.3227,2.6229,5.8656,259,4619173888,77,1,3,3
8,140,3.5085,2.0631,4.0625,259,4619173888,77,1,3,3
8,141,5.7595,2.0067,5.7029,247,4619173888,77,1,3,3
8,142,4.5216,2.0222,4.9907,241,4619173888,77,1,3,3
8,143,4.3971,1.6364,4.0050,241,4619173888,77,1,3,3
8,144,4.8056,1.8445,5.2789,244,4619173888,77,1,3,3
8,145,6.3773,1.6442,5.7025,242,4619173888,77,1,3,3
8,146,5.0829,2.1060,5.3436,274,4619173888,77,1,3,3
8,147,4.5943,1.9381,4.3741,268,4619173888,77,1,3,3
8,148,4.9096,2.1374,4.9416,247,4619173888,77,1,3,3
8,149,5.9096,2.0452,5.2184,241,4619173888,77,1,3,3
8,150,3.4459,2.6779,4.7109,241,4619173888,77,1,3,3
8,151,4.8736,1.5136,4.4874,248,4619173888,77,1,3,3
8,152,4.9147,1.7587,5.4082,241,4619173888,77,1,3,3
8,153,5.0985,1.3784,4.9508,254,4619173888,77,1,3,3
8,154,4.7353,1.4872,4.6632,262,4619173888,77,1,3,3
8,155,4.5756,1.5761,4.7235,264,4619173888,77,1,3,3
8,156,5.5645,1.4106,5.4143,241,4619173888,77,1,3,3
8,157,5.5259,1.6692,5.3870,248,4619173888,77,1,3,3
8,158,4.2897,1.7315,4.2450,248,4619173888,77,1,3,3
8,159,5.8240,1.6171,5.6076,263,4619173888,77,1,3,3
8,160,4.3990,2.0138,4.6954,263,4619173888,77,1,3,3
8,161,4.7595,1.7211,4.6885,263,4619173888,77,1,3,3
8,162,5.1231,1.5844,4.9798,256,4619173888,77,1,3,3
8,163,5.2127,1.7040,5.0172,247,4619173888,77,1,3,3
8,164,4.0865,2.0227,4.6500,247,4619173888,77,1,3,3
8,165,5.8508,1.4578,5.6772,248,4619173888,77,1,3,3
8,166,5.1068,1.5795,4.5243,263,4619173888,77,1,3,3
8,167,3.8993,2.0777,4.7498,263,4619173888,77,1,3,3
8,168,5.3110,1.4389,5.0237,264,4619173888,77,1,3,3
8,169,6.0205,1.5697,5.1694,242,4619173888,77,1,3,3
8,170,3.4638,2.3219,4.5749,242,4619173888,77,1,3,3
8,171,5.3073,1.5018,4.8415,247,4619173888,77,1,3,3
8,172,5.4797,1.9731,5.2548,248,4619173888,77,1,3,3
8,173,4.8747,1.7830,5.3410,242,4619173888,77,1,3,3
8,174,4.6157,1.4766,4.6327,274,4619173888,77,1,3,3
8,175,5.0258,1.5298,4.8761,274,4619173888,77,1,3,3
8,176,5.2255,1.6649,4.9594,241,4619173888,77,1,3,3
8,177,4.8588,1.8622,5.1962,242,4619173888,77,1,3,3
8,178,4.5584,1.4408,4.5987,240,4619173888,77,1,3,3
8,179,5.1758,1.4641,5.2251,240,4619173888,77,1,3,3
8,180,4.7001,1.3155,4.7482,241,4619173888,77,1,3,3
9,1,5.4164,1.6220,5.6217,551,4621619200,123,6,21,19
9,2,4.5841,1.6038,4.4627,585,4621619200,123,6,21,19
9,3,5.3629,1.8339,5.2289,528,4621619200,123,6,21,19
9,4,5.1961,1.8970,4.8407,529,4621619200,123,6,21,19
9,5,4.7990,2.3137,4.9941,528,4621619200,123,6,21,19
9,6,4.8064,1.9715,5.0097,528,4621619200,123,6,21,19
9,7,5.2571,1.9389,5.1189,539,4621619200,123,6,21,19
9,8,5.8025,1.7847,5.2948,577,4621619200,123,6,21,19
9,9,4.7234,2.3741,5.7018,528,4621619200,123,6,21,19
9,10,4.2794,1.5762,4.1471,528,4621619200,123,6,21,19
9,11,5.9918,1.6565,5.8159,529,4621619200,123,6,21,19
9,12,4.5538,1.7445,4.6352,539,4621619200,123,6,21,19
9,13,5.2215,1.5037,5.2762,561,4621619200,123,6,21,19
9,14,5.1577,1.5059,4.9303,575,4621619200,123,6,21,19
9,15,4.3024,1.9478,4.4033,575,4621619200,123,6,21,19
9,16,6.2402,1.6173,5.9337,532,4621619200,123,6,21,19
9,17,4.8665,2.0939,4.6623,534,4621619200,123,6,21,19
9,18,5.4938,2.2342,6.0121,528,4621619200,123,6,21,19
9,19,4.4438,1.6793,4.2853,582,4621619200,123,6,21,19
9,20,5.0855,1.7040,4.9541,582,4621619200,123,6,21,19
9,21,4.9839,1.7117,4.9147,533,4621619200,123,6,21,19
9,22,5.3907,2.0167,4.9514,528,4621623296,123,6,21,19
9,23,5.8930,2.6279,6.0572,529,4621623296,123,6,21,19
9,24,3.6953,2.0438,4.2838,529,4621623296,123,6,21,19
9,25,5.3885,1.6004,5.3147,532,4621623296,123,6,21,19
9,26,5.0806,1.6262,5.3045,595,4621623296,123,6,21,19
9,27,6.1379,1.5312,5.0266,527,4621623296,123,6,21,19
9,28,4.1901,2.5490,5.0772,534,4621623296,123,6,21,19
9,29,5.4662,1.4893,4.9050,527,4621623296,123,6,21,19
9,30,3.9466,2.3175,4.6009,527,4621623296,123,6,21,19
9,31,6.4937,1.5782,6.0334,602,4621627392,123,6,21,19
9,32,3.8666,1.7659,4.4886,602,4621627392,123,6,21,19
9,33,5.4976,1.5500,4.9087,527,4621627392,123,6,21,19
9,34,5.2761,2.0078,5.1435,528,4621627392,123,6,21,19
9,35,5.0130,2.1062,5.0155,528,4621627392,123,6,21,19
9,36,4.8737,2.0638,4.8743,527,4621627392,123,6,21,19
9,37,4.6935,1.9561,4.8802,527,4621627392,123,6,21,19
9,38,4.9038,1.8272,5.3350,613,4621627392,123,6,21,19
9,39,5.8779,1.6377,5.1753,533,4621627392,123,6,21,19
9,40,4.0923,1.9611,4.7164,533,4621627392,123,6,21,19
9,41,5.5388,1.4060,4.9969,527,4621627392,123,6,21,19
9,42,5.3042,2.2181,5.0811,524,4621627392,123,6,21,19
9,43,5.1473,2.3515,5.5983,524,4621627392,123,6,21,19
9,44,5.5415,1.6544,5.5373,527,4621627392,123,6,21,19
9,45,4.0352,1.6668,4.0615,527,4621627392,123,6,21,19
9,46,6.2264,2.0007,5.3004,527,4621627392,123,6,21,19
9,47,5.1760,2.6114,5.3296,528,4621627392,123,6,21,19
9,48,5.2514,2.6249,5.5705,530,4621627392,123,6,21,19
9,49,3.8205,2.0284,4.0338,530,4621627392,123,6,21,19
9,50,5.4585,1.9511,5.6556,602,4621627392,123,6,21,19
9,51,5.7785,1.6612,5.3341,527,4621627392,123,6,21,19
9,52,3.7742,2.1305,4.4003,527,4621627392,123,6,21,19
9,53,5.1667,1.4000,5.1991,527,4621627392,123,6,21,19
9,54,5.8283,1.5112,5.6543,549,4621627392,123,6,21,19
9,55,6.3039,1.6846,5.3877,589,4621627392,123,6,21,19
9,56,3.5968,2.5741,4.5043,589,4621627392,123,6,21,19
9,57,5.4122,1.4509,5.5266,527,4621627392,123,6,21,19
9,58,4.5123,1.4771,4.4596,527,4621627392,123,6,21,19
9,59,6.7645,1.5830,6.6343,528,4621627392,123,6,21,19
9,60,4.0491,1.8219,3.6582,528,4621627392,123,6,21,19
9,61,5.1501,1.8350,5.6742,550,4621627392,123,6,21,19
9,62,6.9356,2.2022,5.4483,527,4621627392,123,6,21,19
9,63,3.5991,2.2150,4.8250,527,4621627392,123,6,21,19
9,64,4.9379,1.6807,4.7942,527,4621627392,123,6,21,19
9,65,5.3785,1.9598,5.3124,533,4621631488,123,6,21,19
9,66,5.2794,2.2099,4.9058,556,4621631488,123,6,21,19
9,67,5.2520,2.0187,5.9493,576,4621631488,123,6,21,19
9,68,4.1808,1.5413,4.1683,576,4621631488,123,6,21,19
9,69,5.4972,1.5774,5.1679,528,4621631488,123,6,21,19
9,70,5.2266,2.0981,4.9676,527,4621631488,123,6,21,19
9,71,5.3610,1.9353,5.8700,527,4621631488,123,6,21,19
9,72,5.9720,1.6862,5.5304,569,4621631488,123,6,21,19
9,73,4.2369,1.9868,4.7878,567,4621631488,123,6,21,19
9,74,4.6200,1.7278,4.2378,567,4621631488,123,6,21,19
9,75,5.8763,1.6920,5.6976,527,4621631488,123,6,21,19
9,76,4.2125,2.0578,4.4195,527,4621631488,123,6,21,19
9,77,6.0281,1.8272,6.0004,528,4621631488,123,6,21,19
9,78,5.4130,1.7879,5.2153,577,4621631488,123,6,21,19
9,79,5.2549,2.4103,5.2122,553,4621631488,123,6,21,19
9,80,4.4632,1.7250,4.7277,527,4621631488,123,6,21,19
9,81,4.3830,1.8906,4.3389,527,4621631488,123,6,21,19
9,82,4.8436,1.8918,5.0767,527,4621631488,123,6,21,19
9,83,5.1366,1.5355,5.2251,527,4621631488,123,6,21,19
9,84,5.4806,1.6523,4.9814,593,4621631488,123,6,21,19
9,85,4.3276,1.8705,4.8375,593,4621631488,123,6,21,19
9,86,5.4794,1.4905,5.3613,538,4621635584,123,6,21,19
9,87,4.9111,1.5040,5.0044,527,4621635584,123,6,21,19
9,88,4.7038,1.5340,4.6372,533,4621635584,123,6,21,19
9,89,6.4074,1.6453,5.5727,527,4621635584,123,6,21,19
9,90,5.1538,2.3002,5.5474,602,4621635584,123,6,21,19
9,91,4.4869,1.8928,4.5759,528,4621635584,123,6,21,19
9,92,4.2291,1.8168,4.6674,528,4621635584,123,6,21,19
9,93,6.0286,1.3845,5.3345,527,4621635584,123,6,21,19
9,94,4.7839,2.4125,4.7924,533,4621635584,123,6,21,19
9,95,4.7270,1.8688,5.3591,533,4621635584,123,6,21,19
9,96,5.1892,1.4745,4.7357,527,4621635584,123,6,21,19
9,97,4.8334,1.9923,5.0337,612,4621639680,123,6,21,19
9,98,5.8885,1.8685,5.4557,533,4621639680,123,6,21,19
9,99,5.5717,2.2147,5.4694,527,4621639680,123,6,21,19
9,100,3.6134,1.8659,4.4369,527,4621639680,123,6,21,19
9,101,5.0979,1.4645,4.7740,527,4621623296,123,6,21,19
9,102,5.4424,1.7868,5.0022,531,4621623296,123,6,21,19
9,103,4.7135,1.8032,5.4119,599,4621623296,123,6,21,19
9,104,5.0892,1.4381,4.6002,527,4621623296,123,6,21,19
9,105,4.8057,1.7775,5.2764,527,4621623296,123,6,21,19
9,106,5.9666,1.4535,5.0515,527,4621623296,123,6,21,19
9,107,5.8207,2.7024,5.4575,549,4621623296,123,6,21,19
9,108,5.4787,2.7246,5.6722,582,4621623296,123,6,21,19
9,109,3.4823,2.0957,3.9853,582,4621623296,123,6,21,19
9,110,7.0326,2.8303,6.3642,527,4621623296,123,6,21,19
9,111,2.4982,1.8339,3.5756,527,4621623296,123,6,21,19
9,112,5.9762,1.7467,5.3245,527,4621623296,123,6,21,19
9,113,4.3133,1.8384,4.9704,527,4621623296,123,6,21,19
9,114,5.8693,1.6285,5.4710,580,4621623296,123,6,21,19
9,115,4.1924,1.6587,4.4482,580,4621623296,123,6,21,19
9,116,5.6340,1.6008,5.2654,533,4621623296,123,6,21,19
9,117,4.3509,2.0004,4.7774,533,4621623296,123,6,21,19
9,118,5.3451,1.5918,5.2577,528,4621623296,123,6,21,19
9,119,5.8296,1.5096,5.2273,565,4621623296,123,6,21,19
9,120,4.6822,2.2235,4.9998,565,4621623296,123,6,21,19
9,121,5.1190,1.6858,5.2847,572,4621623296,123,6,21,19
9,122,4.4895,1.6827,4.5621,527,4621627392,123,6,21,19
9,123,5.3505,1.7428,4.9213,527,4621627392,123,6,21,19
9,124,4.7164,1.8702,5.1769,529,4621627392,123,6,21,19
9,125,4.8571,1.4416,4.9036,527,4621627392,123,6,21,19
9,126,5.2996,1.6031,5.1565,567,4621627392,123,6,21,19
9,127,4.8509,1.5160,4.7535,563,4621627392,123,6,21,19
9,128,5.6031,1.7725,5.2326,533,4621627392,123,6,21,19
9,129,5.0460,1.9449,5.0714,527,4621627392,123,6,21,19
9,130,5.4484,1.9040,5.9691,527,4621627392,123,6,21,19
9,131,3.9038,1.4194,3.9582,527,4621627392,123,6,21,19
9,132,5.2114,1.4579,5.1246,586,4621627392,123,6,21,19
9,133,5.0061,1.3559,5.0025,550,4621627392,123,6,21,19
9,134,6.2857,1.6593,5.6757,527,4621627392,123,6,21,19
9,135,3.9400,1.9840,4.4590,527,4621627392,123,6,21,19
9,136,5.9638,1.5553,5.9203,527,4621627392,123,6,21,19
9,137,4.7032,1.6156,4.5130,527,4621627392,123,6,21,19
9,138,6.0771,1.8318,6.1844,548,4621627392,123,6,21,19
9,139,3.9649,1.7222,3.9418,548,4621627392,123,6,21,19
9,140,4.6618,1.4864,4.8479,528,4621627392,123,6,21,19
9,141,6.5289,1.6623,5.7263,528,4621627392,123,6,21,19
9,142,4.6579,2.2118,5.0514,528,4621627392,123,6,21,19
9,143,4.9458,1.7920,5.2861,533,4621627392,123,6,21,19
9,144,5.3468,1.3921,4.9046,527,4621627392,123,6,21,19
9,145,4.8005,2.2251,5.1270,527,4621627392,123,6,21,19
9,146,4.5244,1.4541,4.6765,527,4621627392,123,6,21,19
9,147,5.1731,1.5437,5.0796,527,4621627392,123,6,21,19
9,148,6.3960,1.7373,5.3194,528,4621631488,123,6,21,19
9,149,4.4508,2.4567,5.3490,618,4621631488,123,6,21,19
9,150,4.7387,1.6140,4.9042,618,4621635584,123,6,21,19
9,151,5.9593,1.5767,5.8236,527,4621635584,123,6,21,19
9,152,4.0439,1.7686,3.9917,527,4621635584,123,6,21,19
9,153,5.0577,1.5146,4.9098,529,4621635584,123,6,21,19
9,154,5.6442,1.8442,5.8855,531,4621635584,123,6,21,19
9,155,3.9816,1.6227,4.0188,531,4621635584,123,6,21,19
9,156,5.2578,1.4108,5.4000,599,4621635584,123,6,21,19
9,157,5.6157,1.6407,5.1971,527,4621635584,123,6,21,19
9,158,4.4465,1.5405,4.7437,527,4621635584,123,6,21,19
9,159,5.2413,1.4064,5.3192,528,4621635584,123,6,21,19
9,160,5.3993,1.7379,4.9089,527,4621635584,123,6,21,19
9,161,4.9192,1.7015,4.9418,550,4621635584,123,6,21,19
9,162,5.3489,1.8363,5.1576,586,4621635584,123,6,21,19
9,163,5.7092,1.9323,6.0702,527,4621635584,123,6,21,19
9,164,4.4143,1.6168,4.5205,527,4621635584,123,6,21,19
9,165,4.8300,1.5758,4.6357,533,4621635584,123,6,21,19
9,166,4.9897,1.7490,4.9839,530,4621635584,123,6,21,19
9,167,5.7231,1.5374,5.0865,579,4621635584,123,6,21,19
9,168,4.1108,2.3928,4.8220,579,4621635584,123,6,21,19
9,169,6.0952,1.7504,5.5832,527,4621635584,123,6,21,19
9,170,3.9231,1.9891,4.5019,527,4621635584,123,6,21,19
9,171,5.1516,1.4128,5.2197,527,4621635584,123,6,21,19
9,172,5.9093,1.4887,5.4945,557,4621635584,123,6,21,19
9,173,6.0399,2.2763,5.2877,574,4621635584,123,6,21,19
9,174,3.2970,2.2024,4.2471,574,4621635584,123,6,21,19
9,175,6.4494,1.7941,5.7694,533,4621635584,123,6,21,19
9,176,3.9649,2.0372,4.5669,533,4621635584,123,6,21,19
9,177,5.9836,1.8890,5.2084,527,4621635584,123,6,21,19
9,178,5.3731,2.4780,5.7434,574,4621635584,123,6,21,19
9,179,4.4795,1.9580,4.6913,557,4621635584,123,6,21,19
9,180,4.2215,1.7552,4.7673,557,4621635584,123,6,21,19
